time,x,y,uncertainty_normalized
20256396.0,23.126692580253057,-29.674053518339903,0.0207283291965723
20265202.0,33.19052491754802,-22.564414925581403,0.0171020720154047
21088249.0,26.80485248899042,-20.65352756177579,0.0248711444437503
21089990.0,26.53646808248993,-18.23244377425234,0.0490031242370605
21092700.0,29.18442160398551,-22.3808411806749,0.0221110992133617
21108367.0,35.24176053734382,-23.600841392632432,0.0222916658967733
21128405.0,30.95603821450541,-21.37440820394533,0.019769050180912
21148359.0,33.66958710422958,-19.514833480833,0.0178127661347389
21168329.0,48.85802108306917,-25.99194252824336,0.0156567860394716
21187888.0,51.0500079971205,-40.77357056126531,0.0116146905347704
21195305.0,43.624898528524895,-42.4542510225281,0.0122266206890344
21208265.0,29.390647895725607,-43.97149459948173,0.022344809025526
21210005.0,28.963534601441072,-43.02149179886345,0.0236227326095104
21212784.0,32.587431824590766,-45.10925838365775,0.0087281689047813
21221416.0,21.91224539475806,-47.93391032781311,0.0046917563304305
21227346.0,21.79324331067707,-47.12907627324688,0.0045240488834679
21231351.0,18.03303513627356,-34.62116218148212,0.0185206495225429
21248349.0,14.30530588642146,-32.74609937200408,0.0135410362854599
21257730.0,9.103969010106551,-20.338906614456604,0.0374366752803325
21261166.0,8.29613977063844,-18.203021106801373,0.0312464740127325
21267966.0,10.879394017222044,-22.178444732254214,0.0307834967970848
21288340.0,27.57346872950542,-21.8897022926648,0.0148157784715294
21308355.0,44.84277850931238,-16.419828264245083,0.019378438591957
21328241.0,49.62247338747614,-28.02880833188384,0.0157065913081169
21329915.0,49.30617473759123,-26.856804207486,0.0177586209028959
21332727.0,49.17391849714068,-28.06604187937275,0.017217431217432
21347016.0,50.4454838297621,-40.055890862534085,0.0055910679511725
21368362.0,27.929075114577163,-46.70417451503123,0.0035449215210974
21376847.0,29.241985568682388,-44.76280322289993,0.0080860434100031
21382470.0,19.11753541633295,-47.02554959751736,0.027594743296504
21388444.0,15.19404544220714,-39.44327870000239,0.0200867783278226
21408036.0,14.431370835362353,-36.93321157513644,0.0206186734139919
21414646.0,11.754136015839428,-24.020688839482176,0.0085862707346677
21428322.0,51.10479006017776,-24.97229753102408,0.0334731563925743
21448289.0,38.00398601849788,-16.37202365524322,0.019361900165677
21449975.0,37.988908468265166,-17.397622551769864,0.0157352443784475
21452796.0,40.5482713512482,-17.72953798694364,0.0146011905744671
21468053.0,60.80942272278312,-12.800561981946863,0.0219471435993909
21472962.0,58.88917053427423,-12.123949014663957,0.020911868661642
21488373.0,67.69244477476224,-11.392511762193372,0.0400969348847866
21493100.0,67.86296107910906,-11.409755670806277,0.0400955416262149
21499089.0,72.84400946296788,-15.327052909149756,0.0486872270703315
21502451.0,74.38416204908434,-18.384069502426414,0.0593237057328224
21504348.0,74.08007434245413,-17.851903623800744,0.075320616364479
21508222.0,75.4890139012349,-20.9802369478586,0.049164030700922
21512759.0,74.50539322101758,-17.240422268601094,0.0480583310127258
21518666.0,70.97495942242548,-11.771332218427553,0.1090508326888084
21523276.0,68.81129975680074,-9.767371824308604,0.0500252246856689
21528740.0,63.97436636076653,-7.192812553486469,0.023888312280178
21534164.0,56.23253917376979,-13.65528613603388,0.0263928119093179
21536320.0,59.49988710768623,-11.75036350994457,0.016492985188961
21542551.0,56.56319314942328,-12.787342735851198,0.0176131147891283
21548802.0,52.022416365440925,-14.483145487178192,0.0186956617981195
21553319.0,47.55317546881344,-15.688773968890146,0.019250888377428
21561489.0,39.02670044146821,-18.896299934220732,0.0170283187180757
21564254.0,35.87541665384347,-19.064259144657317,0.014974171295762
21568303.0,32.33829113351887,-19.442194464161936,0.0121548473834991
21570090.0,27.846433911542317,-21.41692366938773,0.0153650026768445
21572753.0,30.42408423126532,-20.274219377139616,0.0114317648112773
21588373.0,26.24836293576046,-21.69423520035548,0.0356191806495189
21608341.0,23.649137274715383,-18.668953468435568,0.054227951914072
